index,İlan Başlığı,Semt,Mahalle,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
926,NİSSA O2 RECİDENCE ACİL SATILIK BEYAZ EŞYALI, Avcılar, Tahtakale Mahallesi,2+1,4,29,9. Kat,133,1,0,Merkezi(PayÖlçer),820000
927,DÜNYAN EMLAK - PARK MAVERA 1 SATILIK 2+1 DAİRE, Başakşehir, Kayabaşı Mahallesi,2+1,3,16,8. Kat,126,2,0,Merkezi(PayÖlçer),1800000
928,Maltepe Fındıklı Dağ Yolunda Satılık 3+1 Lüks Arakat Daire, Maltepe, Fındıklı Mahallesi,3+1,5-10,4,2. Kat,110,1,0,KombiDoğalgaz,580000
929,köşe vila satiliktir dışı yeni yapıldı içi yapilmamis, Başakşehir, Bahçeşehir 2. Kısım Mahallesi,5+2,11-20,4,Villa Tipi,400,4,0,KombiDoğalgaz,2250000
930,Aslı emlaktan islambey mh kullanışlı giriş daire, Arnavutköy, İslambey Mahallesi,2+1,2,5,Giriş,100,1,0,KombiDoğalgaz,265000
931,TUNA GYM KAYAŞEHİR 75M2 2+1 SATILIK, Başakşehir, Kayabaşı Mahallesi,2+1,5-10,12,1. Kat,75,1,0,Merkezi(PayÖlçer),555000
932,3+1 4'ncü kat asansörlü KREDİLİ 8 YILLIK BİNA, Bahçelievler, Şirinevler Mahallesi,3+1,5-10,5,4. Kat,130,2,0,KombiDoğalgaz,815000
933,Esenyurt Battalgazi mahallesi sıfır yapı 2+1 yüksek giriş , Esenyurt, Battalgazi Mahallesi,2+1,2,5,Giriş,90,1,0,KombiDoğalgaz,235000
934,SATILIK KELEPİR 1+1 YENİ BİNA 75M², Esenyurt, Zafer Mahallesi,1+1,3,5,Giriş,75,1,0,KombiDoğalgaz,215000
935,Sahibinden  BEYLERBEYİ'NDE BOĞAZ MANZARALI 7+1 550 m2 HAVUZLU KÖŞK, Üsküdar, Beylerbeyi Mahallesi,7+1,20,4,Villa Tipi,550,5,0,KombiDoğalgaz,27500000
936,Remax Öncü ofisinden 3+1 satılık daire., Ümraniye, Mehmet Akif Mahallesi,3+1,11-20,7,7. Kat,140,1,0,KombiDoğalgaz,800000
937,SEMBOL DE SATILIK 2+1 DAİRE, Esenyurt, Zafer Mahallesi,2+1,5-10,30,2. Kat,124,2,0,Merkezi(PayÖlçer),720000
938,3+1 145 m2 elit lokasyon, Bakırköy, Zuhuratbaba Mahallesi,3+1,0,5,2. Kat,145,2,0,KombiDoğalgaz,2550000
939, ESENYURT SAADETDERE 1+1 SIFIR DAİRE, Esenyurt, Saadetdere Mahallesi,1+1,0,4,Bodrum,90,1,0,KombiDoğalgaz,195000
940,Kayaşehir 17 bölgede 2+1 daire, Başakşehir, Kayabaşı Mahallesi,2+1,5-10,16,Bahçe Katı,122,1,0,Merkezi(PayÖlçer),520000
941,Sahibinden esenyurtun kalbinde ozyurtlara komsu, Esenyurt, Üçevler Mahallesi,2+1,4,5,5. Kat,90,1,0,DoğalgazSobalı,340000
942,BARAN GAYRİMENKUL DEN 2+1 KELEPİR DAİRE, Esenyurt, Talatpaşa Mahallesi,2+1,5-10,5,5. Kat,115,1,0,MerkeziDoğalgaz,500000
943,SATILIK DAİRE DUBLEKS , Zeytinburnu, Beştelsiz Mahallesi,4+1,11-20,5,4. Kat,180,2,0,KombiDoğalgaz,750000
944,İSTANBUL EYÜP ÇIRÇIR MH 1+1 DAİRE, Eyüpsultan, Çırçır Mahallesi,1+1,0,10,1. Kat,65,1,0,KombiDoğalgaz,400000
945,YILMAZ GAYRİMENKULDEN 3+1 110 M 8 YILLIK MASRAFSIZ BAHÇEKATI, Gaziosmanpaşa, Yeni Mahalle Mahallesi,3+1,5-10,3,Bahçe Katı,110,1,0,KombiDoğalgaz,450000
946,YILMAZ GAYRİMENKULDEN YILDIRIMDA 2+1 BRÜT 80 M SIFIR YÜKSEKGİRİŞ, Bayrampaşa, Yıldırım Mahallesi,2+1,0,3,Giriş,80,1,0,KombiDoğalgaz,540000
947,TEMA İSTANBUL 2+1 CAM BALKONLU 130 M2 SATILIK DAİRE, Küçükçekmece, Atakent Mahallesi,2+1,5-10,10,5. Kat,130,2,0,Merkezi(PayÖlçer),2200000
948,Sahibinden ESENYURT KADIOĞLU DEVLET HASTANESİNE KOMŞU UYGUN DAİRE , Esenyurt, Fatih Mahallesi,2+1,4,6,5. Kat,120,1,0,KombiDoğalgaz,295000
949,TEK YTK. REXART ALİCE VİLLAGE GÖLET MANZARA SATILIK 4+1 ÇATI DUB, Sancaktepe, Kemal Türkler Mahallesi,4+1,5-10,4,2. Kat,200,2,0,KombiDoğalgaz,2090000
950, EMLAK WORKS'DEN CEVİZLİ'DE SATILIK YENİ BİNA 2+1 EBEVEYN BANYOLU, Maltepe, Cevizli Mahallesi,2+1,2,5,1. Kat,85,2,0,KombiDoğalgaz,750000
951,HACIOSMANDA 380 METREKARE ARSA İÇERISINDE İKİ KATLI BİNA, Sarıyer, Tarabya Mahallesi,6+2,20,2,Giriş,380,2,0,KombiDoğalgaz,4500000
952, Maltepe Adatepe'de Bahçe Kullanımlı Geniş 2+1 Satılık, Maltepe, Feyzullah Mahallesi,2+1,20,5,Giriş,110,1,0,KombiDoğalgaz,420000
953, BEYLİKDÜZÜ GEZGEN İNŞAAT'TAN ACİL SATILIK 2+1 DAİRE, Beylikdüzü, Cumhuriyet Mahallesi,2+1,0,6,3. Kat,105,1,0,KombiDoğalgaz,321000
954, ESENYURT GEZGEN İNŞAAT'TAN YATIRIMA UYGUN SATILIK 2+1 BAHÇE KATI, Esenyurt, Güzelyurt Mahallesi,2+1,0,5,Bahçe Katı,80,1,0,KombiDoğalgaz,196000
955, 3+1 Fatih Fındıkzade'de Müthiş Lokasyonda Asnsörlü Satılık Daire, Fatih, Haseki Sultan Mahallesi,3+1,20,6,6. Kat,120,1,0,KombiDoğalgaz,995000
956,ETİLER BADUR SİTESİNDE İYİ KONUMDA SATILIK 4+1, Beşiktaş, Etiler Mahallesi,4+1,11-20,5,1. Kat,184,2,0,MerkeziDoğalgaz,8000000
957,SARİGAZİ MAH 4+2 AYRİ İKİ DAİRE TEK TAPU İSKANLI, Sancaktepe, Sarıgazi Mahallesi,4+2,5-10,4,3. Kat,180,2,0,KombiDoğalgaz,650000
958,EYÜP YEŞİLPINAR WAYLANT KARŞISINDA LÜKS SİTE DE SOSYAL ALANLİ, Eyüpsultan, Yeşilpınar Mahallesi,2+1,4,10,8. Kat,90,2,0,KombiDoğalgaz,829000
959,BEYLİKDÜZÜNDE METROBÜSE 10 DK 2+1 KAÇIRILMAYACAK SATILIK DAİRE, Beylikdüzü, Yakuplu Mahallesi,2+1,5-10,4,Giriş,95,1,0,KombiDoğalgaz,349000
960,BEYLİKDÜZÜ YAKUPLUDA HAFTANIN FIRSATI 2+1 SATILIK DAİRE, Beylikdüzü, Yakuplu Mahallesi,2+1,4,4,2. Kat,105,1,0,KombiDoğalgaz,449000
961,BURAK'TAN METROYA YÜRÜME MESAFESİNDE 2+1 ARAKAT DAİRE, Eyüpsultan, Karadolap Mahallesi,2+1,3,5,1. Kat,80,1,0,KombiDoğalgaz,465000
962, DİKKAT CADDEYE 3. BİNA SIGINAKLI TOPRAK TEMASSIZ 2+1 GENİŞ DAİRE, Sancaktepe, Mevlana Mahallesi,2+1,2,4,Giriş,130,1,0,KombiDoğalgaz,275000
963,ESENYURTDA İSKANLI KAT MÜLKİYETLİ 2+1 SATILIK DAİRE , Esenyurt, Piri Reis Mahallesi,2+1,0,5,Giriş,95,1,0,KombiDoğalgaz,320000
964,CUMHURİYET MAHALLESİ SİTE İÇİ DEKORASYONLU 2+1 SATILIK DAİRE, Esenyurt, Cumhuriyet Mahallesi,2+1,4,18,10-20,110,1,0,KombiDoğalgaz,450000
965,Eyüp Nişanca Düz Ayak Merkezi Konumlu Satılık Daire UYGUN'DAN, Eyüpsultan, Nişancı Mahallesi,2+1,20,4,2. Kat,75,1,0,KombiDoğalgaz,470000
966, PARSELLER'DE METROBÜSE YAKIN ASANSÖRLÜ ARAKAT 2+1 SATILIK DAİRE, Avcılar, Mustafa Kemal Paşa Mahallesi,2+1,11-20,5,2. Kat,105,1,0,KombiDoğalgaz,585000
967, HATUN GAYRİMENKUL YUVAM PARK SİTESİNDE 3+1 SATILIK DAİRE, Pendik, Çamçeşme Mahallesi,3+1,1,10,3. Kat,117,1,0,KombiDoğalgaz,615000
968, silivri kiptaş 3.etapta giriş kat satılık daire 330.000 TL, Silivri, Mimar Sinan Mahallesi,2+1,1,7,Giriş,92,1,1,Merkezi(PayÖlçer),330000
969, DÜŞÜK FAİZ ORANIYLA SİZİ EV SAHİBİ YAPIYORUZ , Avcılar, Ambarlı Mahallesi,3+1,11-20,4,Bahçe Katı,100,1,0,KombiDoğalgaz,630000
970, AKTOWERS'TA  1+1 LÜKS SATILIK DAİRE , Beylikdüzü, Beylikdüzü OSB Mahallesi,1+1,1,25,5. Kat,70,1,0,KombiDoğalgaz,255000
971, İNÖNÜ MAH. ULUSU CAD. PARALEL OKULA YAKIN BAKIMLI OTOPARKLI 3+1, Ataşehir, İnönü Mahallesi,3+1,11-20,4,1. Kat,110,2,0,KombiDoğalgaz,575000
972,GÜVERCİN İNŞAAT'TAN EMSALLERİNİN 30.000 TL ALTINDA 2+1 Y. GİRİŞ!, Esenyurt, Pınar Mahallesi,2+1,2,5,Giriş,100,1,0,KombiDoğalgaz,205000
973, Bahçelievler Soğanlı Mh. 4+2 230m2 Toplamda 2 Adet Satılık Daire, Bahçelievler, Cumhuriyet Mahallesi,4+2,20,6,6. Kat,230,2,0,KombiDoğalgaz,350000
974,"Evimmm,den ÜMRANİYE SİTE ÖZELLİK,Lİ LÜX PROJE 2+1 SATILIK DAİRE", Ümraniye, İstiklal Mahallesi,2+1,0,13,2. Kat,90,1,0,Merkezi(PayÖlçer),780000
975,ÜMRANİYE ESENEVELER SİTESİNDE 3+1 EBEVEYN BANYOLU KUSURSUZ DAİRE, Ümraniye, Esenevler Mahallesi,3+1,5-10,9,6. Kat,125,2,0,Merkezi(PayÖlçer),925000
976,ÜMRANİYE İSTİKLAL MAH 2+1 EBEVEYN BANYOLU 85m2 SATILIK DAİRE, Ümraniye, İstiklal Mahallesi,2+1,0,14,6. Kat,85,2,0,Merkezi(PayÖlçer),780000
977, Bahçelievler Cumhuriyet Mh.Satılık 4+1 Dubleks Daire 3yş Asansör, Bahçelievler, Cumhuriyet Mahallesi,4+1,3,4,4. Kat,170,2,0,KombiDoğalgaz,820000
978, ESENYURT SAADETDERE MAH. 2+1 SIFIR DAIRE FIRSATI RUZGAR YAPI'DAN, Esenyurt, Saadetdere Mahallesi,2+1,2,5,Giriş,110,1,0,KombiDoğalgaz,189000
979,ATAKENT GÜNEŞPARK EVLERİ 3 ARAKAT TEMİZ BAKIMLI SATILIK 4+1, Küçükçekmece, Atakent Mahallesi,4+1,11-20,15,9. Kat,180,3,0,KombiDoğalgaz,2750000
980,HALKALI ATAKENT DUMANKAYA KONSEPTTE PEYZAJ CEPHE KÖŞE DAİRE 3+1, Küçükçekmece, Atakent Mahallesi,3+1,5-10,9,4. Kat,155,2,0,Merkezi(PayÖlçer),1950000
981,PINAR MAHALLESİ BALKONLU 2+1 95 M2 KULLANIŞLI SATILIK ARAKAT, Esenyurt, Pınar Mahallesi,2+1,0,6,2. Kat,95,1,0,KombiDoğalgaz,298000
982, SANCAKTEPE YUNUSEMRE MAH 2+1 ARAKAT SESTİNİ GAYRİMENKUL DEN, Sancaktepe, Yunus Emre Mahallesi,2+1,4,4,2. Kat,95,1,0,KombiDoğalgaz,365000
983, AVCILAR MÜSLÜM EMLAKTAN AYRICALIKLI FIRSAT 2+1 SATILIK DAİRE, Avcılar, Ambarlı Mahallesi,2+1,5-10,4,2. Kat,90,1,0,KombiDoğalgaz,600000
984, SANCAKTEPE MEVLANA MAH 2+1 ARAKAT SESTİNİ GAYRİMENKUL DEN, Sancaktepe, Mevlana Mahallesi,2+1,0,3,2. Kat,90,1,0,KombiDoğalgaz,380000
985,REXART SANCAKTEPE SİNPAŞ LAGÜN 4+1 İRİS TERAS SATILIK DAİRE, Sancaktepe, Merve Mahallesi,4+1,5-10,2,2. Kat,256,2,0,YerdenIsıtma,3475000
986,ASTORİA ARKASI 5850TL HAZIR KİRACILI 2 AYRI 1+1-İSKANLI DUBLEKS, Şişli, Esentepe Mahallesi,2+2,2,4,3. Kat,140,2,0,KombiDoğalgaz,850000
987,Başakşehir'de Satılık Göl ve Baraj Manzaralı 2+1 Daire, Başakşehir, Altınşehir Mahallesi,2+1,2,2,Giriş,105,1,0,KombiDoğalgaz,560000
988,H U Z U R | 5.Levent Kiptaş Satılık 3+1 166m2 Daire A Blok, Eyüpsultan, Güzeltepe Mahallesi,3+1,4,10,7. Kat,166,2,0,Merkezi(PayÖlçer),1565000
989,H U Z U R | 5.Levent Kiptaş Satılık 3+1 167m2 B Blok - BOŞ DAİRE, Eyüpsultan, Güzeltepe Mahallesi,3+1,4,11,7. Kat,167,2,0,Merkezi(PayÖlçer),3000000
990,SEFAKÖY İNÖNÜ MAH SATILIK 1+1 TERS DUBLEKS DAİRE GENİŞ BAHÇELİ, Küçükçekmece, İnönü Mahallesi,1+1,4,3,Giriş,85,1,0,KombiDoğalgaz,285000
991,BEYLİKDÜZÜ VİSTA 4 'TE VATANDAŞLIĞA UYGUN İSKANLI 3+1 SATILIK, Büyükçekmece, Pınartepe Mahallesi,3+1,4,7,6. Kat,175,2,0,MerkeziDoğalgaz,2099000
992,"ALBAYRAK'TAN KAT MÜLKİYETLİ GENİŞ, FERAH 3+1 LÜX SATILIK DAİRE", Beylikdüzü, Yakuplu Mahallesi,3+1,4,6,2. Kat,157,2,0,KombiDoğalgaz,462000
993,OSMANBEY METROYA 10 DK 2+1 80M2 KEYİFLİ BAHÇEKATI MASRAFISZ LÜX, Şişli, Eskişehir Mahallesi,2+1,20,6,Giriş,85,1,0,KombiDoğalgaz,475000
994,GÜRPINAR DA EŞSİZ DENİZ MANZARALI ŞOK FİYATA SATILIK VİLLA, Beylikdüzü, Dereağzı Mahallesi,5+2,11-20,3,Giriş,260,3,0,KombiDoğalgaz,1950000
995,SURYAPI CORRİDOR'DA SATILIK BAHÇE KATI 3+1 175m2 ÖZEL DEKORASYON, Bağcılar, Bağlar Mahallesi,3+1,4,6,Bahçe Katı,175,2,0,Merkezi(PayÖlçer),2300000
996,Avrupa Konutları Peyzaj Cephe Satılık 4+1 Güncel!!!, Başakşehir, Kayabaşı Mahallesi,4+1,2,10,7. Kat,215,3,0,Merkezi(PayÖlçer),2977000
997,ALKAYA'DAN SUADİYE KAPTAN ARİF'DE SATILIK 2+1 ARA KAT DAİRE, Kadıköy, Suadiye Mahallesi,2+1,2,7,6. Kat,90,1,0,KombiDoğalgaz,1775000
998,BEYLÜKDÜZÜ KAVAKLI'DA SATILIK 2+1 EŞYALI ARAKAT DAİRE, Beylikdüzü, Barış Mahallesi,2+1,4,5,1. Kat,110,2,0,KombiDoğalgaz,715000
999,Pendik Çamçeşme de Satılık Dogalgaz Kombili Daire 3+1, Pendik, Çamçeşme Mahallesi,3+1,20,5,4. Kat,120,1,0,KombiDoğalgaz,225000
1000,"ÇAPA'DA EŞYALI, TEMİZ, MERKEZİ KONUMDA 3+1 DAİRE", Fatih, Seyyid Ömer Mahallesi,3+1,20,4,3. Kat,120,2,0,KombiDoğalgaz,820000
1001,TUZLA İSTASYON CAD. SATILIK 250 M2 ASANSÖRLÜ 5+1 DUBLEKS KONUT, Tuzla, İstasyon Mahallesi,5+1,20,4,4. Kat,250,3,0,KombiDoğalgaz,1300000
1002,ESENYURT DOGAN ARASLI BULVARI CAD. 1+1 SİTE İÇİNDE SATILIK DAİRE, Esenyurt, Bağlarçeşme Mahallesi,1+1,5-10,12,4. Kat,72,1,0,KombiDoğalgaz,345000
1003,ESENYURT İNNOVİA2 KARŞISI MEHTERÇEŞME MAH. 2+1 SATILIK, Esenyurt, Mehterçeşme Mahallesi,2+1,5-10,8,3. Kat,100,1,0,Merkezi(PayÖlçer),420000
1004,DEVADAN NUH KUYUSU CAD.YAKIN MASRAFSIZ YATIRIMLIK KELEPİR 2+1, Üsküdar, Valide-i Atik Mahallesi,2+1,20,4,Giriş,70,1,0,KombiDoğalgaz,335000
1005,BARIŞ'TAN TEPEÜSTÜ MERKEZDE 190 M2 GÖL MANZARALI LÜKS DUBLEKS, Küçükçekmece, Cumhuriyet Mahallesi,3+2,5-10,4,4. Kat,210,2,0,KombiDoğalgaz,1290000
1006,TURYAP TAÇ'TAN BAHÇEKÖY KONAKLARINDA 7+2 İSKANLI VİLLA, Büyükçekmece, Yenimahalle Mahallesi,7+2,20,4,Giriş,600,3,0,KombiDoğalgaz,2100000
1007,FIRSAT CEVAHİR AVM'YE YAKIN ORTAKLAR'DA 5+1 KÖŞE ASANSÖR DUBLEX, Şişli, Fulya Mahallesi,5+1,11-20,5,4. Kat,200,2,0,KombiDoğalgaz,1950000
1008, ÇATALCA İZZETTİN CEYLANKENT VİLLALARINDA EŞYALI SATILIK VİLLA, Çatalca, İzzettin Mahallesi,5+2,11-20,3,Villa Tipi,1000,3,1,MerkeziDoğalgaz,2150000
1009,ROYALMAX'DAN ANA CADDE VE TRAMVAYA YAKINI 2+1 90 M DAİRE, Eyüpsultan, Karadolap Mahallesi,2+1,0,5,Bahçe Katı,90,1,0,KombiDoğalgaz,455500
1010,ROYALMAX'DAN İSFANBUL AVM YAKIN GÜVENLİK SİTE'DE 2+1 95 m DAİRE, Eyüpsultan, Karadolap Mahallesi,2+1,4,10,4. Kat,95,1,0,KombiDoğalgaz,690000
1011,PYRAMID'DEN SEA PEARL DENİZ MANZARALI SATILIK 3+1 LÜKS DUBLEKS, Bakırköy, Ataköy 2-5-6. Kısım Mahallesi,3+1,0,20,10-20,193,3,0,Merkezi(PayÖlçer),11200000
1012,AKÇABURGAZ OKUL YANI İSKANLI ARKA CEPHE 1.KAT 2+1 SATILIK DAİRE, Esenyurt, Akçaburgaz Mahallesi,2+1,4,3,1. Kat,90,1,0,KombiDoğalgaz,400000
1013,METROPOL İSTANBUL ALIŞVERİŞ MERKEZİ ÜSTÜ 1+1 SIFIR 105 m2 DAİRE, Ataşehir, Atatürk Mahallesi,1+1,3,25,10-20,105,1,0,MerkeziDoğalgaz,2300000
1014,MERKEZ MH. SATILIK 3+1 SORUNSUZ BAHÇE KULLANIM ALANLI DAİRE, Çekmeköy, Merkez Mahallesi,3+1,11-20,5,Bahçe Katı,105,1,0,KombiDoğalgaz,325000
1015,3.İSTANBUL MODA EVLERİNDE SATILIK VADİ MANZARALI 4+1, Başakşehir, Başakşehir Mahallesi,4+1,2,13,6. Kat,225,2,0,Merkezi(PayÖlçer),2900000
1016,"ALP EMLAK' TAN GENİŞ, FERAH, LÜKS 115 M2 2+1 SATILIK DAİRE", Kadıköy, Merdivenköy Mahallesi,2+1,20,5,1. Kat,135,1,0,KombiDoğalgaz,1200000
1017, Bağcılar Yıldıztepe Mh.Satılık 2+1 Daire 7yş Kredili 2.Kat, Bağcılar, Yıldıztepe Mahallesi,2+1,5-10,3,2. Kat,85,1,0,KombiDoğalgaz,495000
1018,JOKER GAYRİMENKUL DUMANKAYA CADDE FULL EŞYALI 1+1 YENİŞEHİR MAH, Pendik, Yenişehir Mahallesi,1+1,5-10,9,7. Kat,70,1,0,Merkezi(PayÖlçer),350000
1019,Repix Farkıyla Kredili Geniş Mutfaklı Tek Daire Üzeri Masrafsız!, Esenler, Kazım Karabekir Mahallesi,2+1,11-20,4,1. Kat,100,1,0,KombiDoğalgaz,557000
1020,Sancaktepe Sur Yapı Lavanderin 2+1 Tek Kapalı Mutfak Dairesi, Sancaktepe, Eyüp Sultan Mahallesi,2+1,0,5,1. Kat,116,2,0,Merkezi(PayÖlçer),1650000
1021,Remax Akarat Cem Yılmaz'dan Satılık Penthouse 3+1 168 m2, Sancaktepe, Fatih Mahallesi,3+1,4,13,10-20,168,2,0,Merkezi(PayÖlçer),1395000
1022, Güngören'de Sıfır Binada Çift Girişli 4+1 Satılık Dubleks Daire, Güngören, Mareşal Çakmak Mahallesi,3+2,4,4,4. Kat,170,2,0,KombiDoğalgaz,900000
1023, ERPAY İNŞAAT'TAN İSMET PAŞA MAH DE SATILIK 3+1 Y.GİRİŞ DAİRE..., Sultangazi, İsmetpaşa Mahallesi,3+1,0,5,Giriş,125,1,0,KombiDoğalgaz,560000
1024,Fatih Cerrahpaşada Deniz Manzaralı 3+1 Satılık Daire, Fatih, Cerrahpaşa Mahallesi,3+1,20,4,4. Kat,110,1,0,KatKaloriferi,840000
1025,SAĞLIK OCAĞI KONUMLU DÜZLÜKTE 2+1 SATILIK DAİRE, Sancaktepe, Safa Mahallesi,2+1,4,4,Giriş,130,2,0,KombiDoğalgaz,285000
1026, AVCILAR GÜMÜŞPALA'DA YENİ İSKANLI ASANSÖRLÜ BİNADA SATILIK DAİRE, Avcılar, Gümüşpala Mahallesi,3+1,3,3,1. Kat,120,2,0,KombiDoğalgaz,780000
1027, BAHÇELİEVLER SOĞANLI MAH CADDE ÜSTÜ YENİ BİNADA 3+1-DAİRE, Bahçelievler, Soğanlı Mahallesi,3+1,4,5,4. Kat,160,2,0,KombiDoğalgaz,1055000
1028,BEYLİKDÜZÜ İHLAS MARMARA EVLERİ 2. KISIM 2+1 85 M2 SATILIK DAİRE, Beylikdüzü, Kavaklı Mahallesi,2+1,11-20,8,2. Kat,85,1,0,KombiDoğalgaz,590000
1029, CADDEYE 2DK LÜX YAPIM SIFIR ARA DUBLEX 3+1 FIRSAT DAİRE, Sancaktepe, Mevlana Mahallesi,3+1,0,4,1. Kat,150,1,0,KombiDoğalgaz,362000
1030, AVCILAR MUSTAFA KEMAL PAŞA MAH 3+1 KULLANIŞLI YÜKSEK GİRİŞ DAİRE, Avcılar, Mustafa Kemal Paşa Mahallesi,3+1,11-20,4,Giriş,130,1,0,KombiDoğalgaz,430000
1031," Repix Kalitesiyle Dağ Yolu Caddesine Yakın,Kullanışlı Kredili.!!", Esenler, Tuna Mahallesi,2+1,5-10,4,Giriş,85,1,0,KombiDoğalgaz,438000
1032," AVRUPA EMLAK TAN FEVZİ ÇAKMAK MAH 100 M² 3+1 BAHÇE KAT,İSKANLI", Esenler, Fevzi Çakmak Mahallesi,3+1,4,4,Bahçe Katı,100,1,0,KombiDoğalgaz,399000
1033,SANCAKTEPEDE GENİŞ 2+1 ARAKAT ARAYANLARA KAÇMAYACAK FIRSAT !, Sancaktepe, Mevlana Mahallesi,2+1,4,4,2. Kat,95,1,0,KombiDoğalgaz,358000
1034,Bylikdüzü marmara mahallesinde satılık 150 m2 -3+1 fül tadilatl, Beylikdüzü, Marmara Mahallesi,3+1,20,10,1. Kat,150,2,0,KombiDoğalgaz,800000
1035, FATİH MAH TÜRKİYE EMLAK 2+1 KREDİLİ 78m2 1.KAT DAİRE KOD 1952, Esenler, Fatih Mahallesi,2+1,5-10,4,1. Kat,78,1,0,KombiDoğalgaz,395000
1036,AKBAL EMLAK DOĞU MAH. 85 M2 2+1 675.000 TL MASRAFSIZ TEMİZ DAİRE, Pendik, Doğu Mahallesi,2+1,5-10,5,3. Kat,85,1,0,KombiDoğalgaz,675000
1037,AKBAL EMLAK BATI MAH. 90 M2 2+1 890.000 TL YENİ DAİRE, Pendik, Batı Mahallesi,2+1,0,6,3. Kat,90,1,0,Merkezi(PayÖlçer),890000
1038,CADDEBOSTAN ÖMERPAŞA'da 45m² SALON BALKONLU EBEVEYNLİ GENİŞ 3+1, Kadıköy, Caddebostan Mahallesi,3+1,20,9,4. Kat,160,2,0,MerkeziDoğalgaz,2625000
1039,DENİZ MANZARALI ŞAŞKINBAKKAL BAĞDAT CADDESİNE 1. BİNA LÜX 3+1, Kadıköy, Suadiye Mahallesi,3+1,5-10,8,7. Kat,145,2,0,KombiDoğalgaz,4695000
1040,Güngören Haznedar Mah 3+1 150m2 Sıfır Satılık Dubleks Daire, Güngören, Haznedar Mahallesi,3+1,0,5,Çatı Dubleks,155,1,0,KombiDoğalgaz,1050000
1041,Acıbademde Akasya AVM'ye Yakın Site İçerisinde 3+1 Daire, Üsküdar, Acıbadem Mahallesi,3+1,20,5,4. Kat,135,1,0,KombiDoğalgaz,1100000
1042,FIRSAT DUBLEKS 5+2/280m2 ASANSÖRLÜ K.OTOPARKLI LÜKS MANZARALI, Büyükçekmece, Hürriyet Mahallesi,5+2,5-10,4,4. Kat,280,2,0,KombiDoğalgaz,1100000
1043,ROYALTY TEAM SANCAKTEPE MECLİS MAHALLESİ 95M2 ARA KAT SATILIK, Sancaktepe, Meclis Mahallesi,2+1,4,4,3. Kat,95,2,0,KombiDoğalgaz,465000
1044,REXART SANCAKTEPE SİNPAŞ LAGÜN 4+1 İRİS TERAS SATILIK DAİRE, Sancaktepe, Merve Mahallesi,4+1,5-10,2,2. Kat,256,2,0,YerdenIsıtma,3550000
1045,SİLİVRİ KİPTAŞ 3.ETAPTA ORTA TİP SATILIK DAİRE 400.000TL, Silivri, Mimar Sinan Mahallesi,2+1,1,7,2. Kat,92,1,1,Merkezi(PayÖlçer),400000
1046,SİLİVRİ ÇANTA SANCAKTEPEDE SATILIK 1022MARSA  VE MÜSTAKİL EV , Silivri, Sancaktepe Mahallesi,1+1,11-20,1,Bahçe Katı,1022,1,0,Sobalı,650000
1047, %50 PEŞİNAT GERİ KALANI 60AY 0 FAİZ SENETLE SİZDE EV SAHİBİ OLUN, Esenyurt, Zafer Mahallesi,3+1,0,17,10-20,230,2,1,KombiDoğalgaz,450000
1048,ÇOK ÇOK UCUZ ESENYURT BAĞLARCESME MAH.259.000TL 2.KAT DAİRE, Esenyurt, Bağlarçeşme Mahallesi,2+1,5-10,5,2. Kat,95,1,0,KombiDoğalgaz,259000
1049,SUADİYE SAHİLDE DENİZE 2 ADIM 2009 YAPIMI 3+1 YENİLENMİŞ LÜX, Kadıköy, Bostancı Mahallesi,3+1,11-20,7,3. Kat,125,1,0,MerkeziDoğalgaz,3895000
1050,AVRUPA EMLAK'DAN ÇATALCA KİPTAŞTA MİMOZA SİTESİNDE BAHÇE KATI, Çatalca, Ferhatpaşa Mahallesi,2+1,2,6,Bahçe Katı,85,1,0,KombiDoğalgaz,275000
1051,AVRUPA EMLAK'DAN ÇATALCA KİPTAŞTA AÇELYA SİTESİNDE BAHÇE KATI, Çatalca, Ferhatpaşa Mahallesi,2+1,2,6,Bahçe Katı,85,1,0,KombiDoğalgaz,265000
1052,"WEAL WORLD' den YAYLA DA 20 YILLIK, ASANSÖRLÜ, 3+1, ARAKAT DAİRE", Bahçelievler, Siyavuşpaşa Mahallesi,3+1,11-20,6,5. Kat,155,1,0,KombiDoğalgaz,750000
1053,SİNPAŞ LAGÜN'E KOMŞU 2+1 85m2 2.KAT EBEVEYN BANYOLU İSKANLI, Sancaktepe, Abdurrahmangazi Mahallesi,2+1,4,4,2. Kat,85,2,0,KombiDoğalgaz,352500
1054,ALBAYRAK'TAN GENİŞ ÖN CEPHE 1+1 ŞIK SATILIK DAİRE, Beylikdüzü, Yakuplu Mahallesi,1+1,0,6,3. Kat,97,1,0,KombiDoğalgaz,284000
1055,SİLİVRİ KİPTAŞ 3.ETAPTA 3+1 SATILIK DAİRE 450.000TL, Silivri, Mimar Sinan Mahallesi,2+1,1,7,Giriş,92,1,0,Merkezi(PayÖlçer),450000
1056, Mertcandan güllübağlar mah site içi fırsat yatırımlık 1+1 daire, Pendik, Güllü Bağlar Mahallesi,1+1,0,9,8. Kat,55,1,1,KombiDoğalgaz,380000
